Item_ID,Name,Category,Ingredients,Price,Rating
414,betel nut popsicle,Dessert,"full cream milk, cream, mascarpone, sugar, paan (crushed), cookie crumble, dark chocolate (melted), caramel sauce",1199,3
416,shepherds salad (tamatar-kheera salaad),Healthy Food,"1 cucumber peeled and chopped, onion, tomato, green chillies, garlic buds, pasarley, olive oil, lemon juice, salt and pepper",1992,3
418,almond and raw banana galawat,Indian,"almond slivers, raw banana (boiled), almond paste, cooking cream, refined oil, mace powder, cardamom powder , ginger garlic paste, garam masala powder, red chilli powder, salt, tempura batter",139,5
418,microwave tandoori chicken,Indian,"Chicken (sliced), garlic paste, ginger paste, Hung curd, salt, garam masala, coriander powder, pepper powder, cream, oil, for garnishing:, lemon pieces, onion rings",2255,4
418,fish moilee,Indian,"Basa fish, onion, ginger, garlic buds, green chillies, turmeric, red chilli powder, coriander powder, lemon juice, curry leaves, refined oil, refined oil, mustard seeds, black pepper, fennel, green cardamom, coconut milk, Cherry tomatoes",189,1
418,matcha tea macarons,Dessert,"egg whites, breakfast sugar, icing sugar, almond powder, matcha powder, heavy cream, white chocolate",743,2
420,fruit cube salad,Healthy Food,"watermelon, cantaloupe, kiwifruiit, pineapple, marshmallow, mint leaf (crushed nuts, sesame seeds or cinnamon)",2540,4
421,green lentil dessert fudge,Dessert,"whole moong beans, cow ghee, raisins, whole milk, jaggery (organic), ground cardamom, almonds (halved)",1088,1
421,kolim / jawla,Indian,dried fish named kolim or jawla found in coastal maharashtra with onion and spices. usually eaten with bhakri or chapati,1422,2
424,red rice,Healthy Food,riety of rice.,543,5
425,caramelized sesame smoked almonds,Snack,"red lentils or masoor dal (half-boiled), potato (grated), carrot, french beans, bread slices, ground chickpea flour (sattu), green chillies, ginger, onions, garlic (minced), salt, sugar, chaat masala, red chilli powder, garam masala, corn flour, besan, bread crumbs for crunchyness, coriander, refined oil (for fryingp)",1529,1
427,chocolate prunes gujiyas,Japanese,"for gujiya pastry:, refined flour, ghee, water, salt, for gujiya stuffing:, dark chocolate, prunes, mawa, sugar, cardamom",2702,1
428,"Tacos de Gobernador (Shrimp, Poblano, and Cheese Tacos)",Mexican,"poblano chiles, bacon, shrips, red salsa, garlic, corn tortillas, lime juice",2005,2
428,"Tacos de Gobernador (Shrimp, Poblano, and Cheese Tacos)",Mexican,"poblano chiles, bacon, shrips, red salsa, garlic, corn tortillas, lime juice",2005,2
428,"Tacos de Gobernador (Shrimp, Poblano, and Cheese Tacos)",Mexican,"poblano chiles, bacon, shrips, red salsa, garlic, corn tortillas, lime juice",2005,2
431,broccoli and almond soup,Healthy Food,"vegetable stock, broccoli, ground almonds (toasted), skimmed milk, salt, freshly ground black pepper",1880,2
431,"amaranthus granola with lemon yogurt, berries and marigold",Healthy Food,"popped amaranthus (cholai), oats, almonds, cinnamon powder, sunflower seeds, sesame seeds, honey, brown sugar, salt, olive oil, lemon rind, plain yogurt (whipped with lemon rind), blueberries",824,3
432,dahi lasooni chicken,Indian,"chicken (boneless, cube size), chesse, garlic, ginger garlic paste, coriander, green chilli paste, cream (fresh), curd, kaju paste, salt, black salt , garam masala, chaat masala, butter",1717,1
432,peri peri chicken satay,Snack,"boneless skinless chicken thigh (trimmed), salt and pepper, yogurt, chilli powder, ginger garlic paste, coriander leaves, oil to fry, peri peri sauce, potato fries",2455,3
433,egg and garlic fried rice,Chinese,"oil, garlic, spring onion , ginger, red chilli , egg, cooked rice, salt, black pepper powder, soya sauce",497,3
434,Lemony Crab Salad with Baby Greens,Healthy Food,"Lemon juice, olive oil, crab, lecttus, paper,salt, vineger",1340,1
436,roasted spring chicken with root veggies,Healthy Food,"whole chicken, thyme, garlic, lemon, orange, salt, black pepper, butter (to rub), extra olive oil, carrot, turnip, beetroot, chipotle powder, parsley",2206,2
436,orange quinoa sevaiyan,Healthy Food,"sevaiyan, quinoa, orange juice , dried figs, sugar, almond milk, desi ghee, jaggery, walnuts, melon seeds, peanuts",1348,4
436,spiced orange valencia cake,Dessert,"egg whites, egg white powder, sugar, almond powder, hazelnut powder, sugar, hazelnut (toasted)",2848,4
436,Sukuti Chatpate,Nepalese,"crunchy noodles, onion, cucumber,tomatoes, lemon juice, puffed rice, dried meat",2449,3
439,seared salmon in tabasco butter,Thai,"butter, tabasco, chives, salt, salmon fillet, olive oil, sea salt",326,3
439,Quinoa Tabbouleh,Healthy Food," quinoa, olive oil, tomato,  cucumber, parsley, mint, scallions, thinly sliced",2874,3
440,beetroot modak,Japanese,"gram flour (besan), semolina (rava/sooji), beetroot colour or two oven cooked beetroot paste , water, oil (for frying), for sugar syrup:, sugar, water, cardamom powder, lemon juice, cashews (kaju)",2812,4
440,curd rice,Indian,"rice, water, curd, milk, carrot, green chilli, ginger, salt, coriander leaves, oil, mustard seeds, chana dal, urad dal, curry leaves, red chilli, hing",1861,5
440,red velvet banana pudding,Dessert,"one can of sweetened condensed milk, ice cold water, instant vanilla pudding mix, cream cheese (softened and cut into 8 pieces), heavy cream, one 9 x 13 inch layer of red velvet cakcake, ripe bananas, mini chocolate chips, sugar, cocoa, cake flour, baking soda, salt, butter (room temp cut into 1 inch pieces), eggs, milk, sour cream, cider vinegar, vanilla extract, red food coloring, all-purpose flour, milk, unsalted butter (room temperature), sugar, vanilla extract",1534,2
440,french onion grilled cheese,French,"Brown slice bread, onion, oil, emmental cheese",2716,2
442,red rice poha,Indian,"Onion, Pepper, Button Mushroom, Wild Mushroom, White Wine, Tomato, Sage Leaf, Red Poha, Truffle Oil, Rosemary",534,2
443,Shrimp Olivier,French,"Shrimp, egg, Potatoes, carrot, onion, pasley, mayo",544,2
444,Egg Curry with Tomatoes and Cilantro,Indian,"boiled egg, cilantro, garlic,cucumber,tumeric powder,tomatoes,",2289,3
446,Roast Pork Tenderloin with Carrot Romesco, Korean,"carrots, Olive Oil, Salt ,  pork tenderloin, Garlic, red pepper flake, red wine vineger, ",2728,2
448,cream of almond soup,Healthy Food,"vegetable stock, skimmed milk, toasted almonds (powdered), butter, flour, salt and pepper, nutmeg, almond essence, toasted almond flakes",780,1
449,chilli chicken,Chinese,"boneless chicken, salt, cornflour, black pepper, egg, soy sauce, red chilli sauce, garlic, green chillies, green chilli sauce, vinegar, onion, capsicum, black pepper, salt",1578,4
450,beetroot and green apple soup,Healthy Food,"beetroots, green apple, onion, olive oil, salt, black peppercorns (crushed), butter, vegetable stock, mixed dried herbs, fresh cream, lemon juice, parsley sprigs, red chilli flakes, soup sticks as required",369,5
450,vegetable biryani,Indian,"Cumin, Onion, Ginger Garlic, Mix Vegetable, Coriander Powder, Garam Masala, Turmeric Powder, Salt, Red Chilli Powder, Green Chillies, Lemon Juice, Steamed Rice, Green Coriander",2565,1
451,amritsari chicken masala,Indian,"chicken, ginger garlic paste, curd, lemon juice, vinegar, coriander powder, cumin powder, red chilli powder, salt, onion, butter, red chilli powder, coriander powder, cumin powder, ginger, water, salt, green chilli, tomatoes, sugar, butter , cream",293,1
453,Sweet and Sour Chicken Fried Rice,Chinese," Rice, carrot, peas, chicken, soy sauce, sugar, garlic, capcicum",2315,3
454,amritsari fish,Indian,"fish with curry, ginger and garlic",238,2
458,andhra pan fried pomfret,Indian,"white pomfret fish, sunflower refined ooil, red chilli powder, salt, turmeric powder, ginger-garlic paste, lemon (juiced), cumin powder, coriander powder, garam masala, green chilli, curry leaves, coriander",2051,1
458,chocolate marquise,Dessert,"dark chocolate (melted), castor sugar, egg yolk, egg, cocoa powder, coffee, cream, berries, dark chocolate, fresh cream",1812,4
459,christmas cake,Dessert,"christmas dry fruits (pre-soaked), orange zest, lemon zest, jaggery syrup, almond flour, apple, butter (softened), eggs",1422,5
463,Black-Bean Burgers,Chinese,"cumin, black bean, cilantro, lettuce,sour cream, oregano, buns",2516,1
464,chicken dong style,Chinese,"Oil, chicken breast, garlic, ginger, tomato catchup, oyster sauce, shitake mushrooms, bomb shoots (boiled), salt, sugar, broth powder, shocking wine, potato starch, sesame oil, green onions",1724,1
464,batter fish,Mexican,"Fresh fish pieces (river sol or sea bass), maida, passerley, oil, baking powder, maida, egg (optional), soda water, salt and pepper",742,5
466,slow cooked spiced sangria,Mexican,"red wine (merlot / zinfandel), apple cider, honey, orange (zested and juiced), cloves (whole), green cardamom, cinnamon sticks, anise (whole), brandy",1203,1
466,brown rice,Healthy Food,riety of rice.,2982,2
466,Bao Bun ,Chinese,"sesame seed, all purpose flour, spring onion, teriyaki sauce",556,1
469,Nepali Chicken Curry,Nepalese,"boneless chicken, onion, tomato, coriender powder,cumin powder,butter,turmeric, chilli powder, garlic,ginger",1097,1
470,Frenched Green Beans,French," green beans, Olive Oil, black paper, vineger,",1103,4
471,quick chicken curry,Indian,"Chicken, onion paste, tomato, garlic paste, ginger paste, coriander powder, cumin powder, turmeric powder, red chilli powder, garam masala powder, oil, salt, green coriander",598,2
474,cheese and avocado parantha,Mexican,"Wheat flour, Kasuri methi, water, olive oil, avocado, mozzarella cheese, pizza tasting, ghee, salt",978,2
475,christmas dry fruit cake,Dessert,"butter (at room temperature), dark brown sugar, eggs, flour, salt, all spice powder, cinnamon, nutmeg, currants; golden raisins; dark raisins (each), soft dried figs, dates (pitted), prunes (stoned dried), apricots (dried), almonds (chopped), brandy, instant espresso (mixed with 1 tbsp water)",2231,3
477,coffee marinated mutton chops,Thai,"mutton chops, espresso, honey, balsamic vinegar, rosemary, pink peppercorns (crushed), olive oil, salt",2497,4
479,Ground Pork Menudo,Spanish,"onion, garlic, olive oil, minced pork, fish sauce,  green peas, black peper",1983,2
480,Tandoori Chicken,Indian,"Cicken, yougurt, tandori spices, ginger, coriander, turmeric, lime",2824,5
483,easy bread poha,Indian,"oil, hing, mustard seeds, curry leaves, whole red chillies, cookes peas, peanuts, turmeric powder, salt, bread, green chillies, lemon juice, coriander leaves, dessicated coconut",1310,5
483,Chicken and Dumplings,Chinese,"purpose flour,egg,nutmeg, chicken broth, carrot,salt,chives, pepper, chicken thighs",2453,5
484,methi malai cranberry chicken,Indian,"Chicken (sliced ??into large pieces), salt, cranberry puree, red chilli powder, garam masala, coriander powder, cumin powder, chaat masala, corn flour, fenugreek leaves, gram flour, ginger, garlic, cream, Greek yogurt, butter",1802,4
485,instant rava dosa,Indian,"rava/suji/semolina, rice flour, all purpose flour, fresh coconut (pieces), jeera, green chilli, dhaniya, onion (diced), salt, water, oil, ghee/clarified butter",1285,4
487,FISH,FOOD,FISH MEAT EYC,2000,4
487,FISH,FOOD,FISH MEAT EYC,2000,4
492,californian breakfast benedict,Snack,"brioche loaf, avocado paste, eggs, tomato, spinach, nutmeg powder, phyllo pastry sheet, assorted seasonal fruits, hollandaise sauce",2524,2
493,spicy watermelon soup,Healthy Food,"Watermelon, ginger-garlic paste, peppermint, chili flakes, olive oil (to cook)",1784,3
493,lamb barley pot,Healthy Food,"pot barley, onions, worcestershire sauce, chilli flakes, mustard seeds, thick mutton chunks, thick neck of lamb chops, water or stock (to cover), salt, black pepper (freshly ground)",1188,2
495,microwave chocolate cake,Dessert,"Flour, castor or powdered sugar, oil, butter or margarine, cocoa powder, water, vanilla essence, baking soda, baking powder, salt, egg",533,1
496,rice in lamb stock,Thai,"Rice, desi ghee, big cardamom, bay leaf, cinnamon stick, fennel, onion, lamb bonz, royal cumin, cashew, cream, green cardamom powder, salt, water",2338,5
496,white chocolate and lemon pastry,Dessert,"White chocolate, fresh cream, VIP cream, vanilla bean, vanilla extract, cream cheese, gelatin, lemon, egg yolks, butter, castor sugar",2922,3
496,Pico de Gallo,Mexican,"onion,tomatoes, oil,  cilantro, jalapeao",2764,5
498,spicy chicken masala,Indian,"mustard oil, curry leaves, kalonjee, saunf, garlic, onion, tomatoes, ginger, green chillies, boneless chicken, salt, tomato puree, red chilli powder, cumin powder, black salt, peppercorn (crushed), water, mint, coriander",896,1
498,chocolate fudge cookies,Dessert,"dark chocolate coverture, butter, sugar, eggs, flour, baking powder, salt, cocoa powder, vanilla essence",2295,3
500,apple and pear cake,Healthy Food,"Core, Chopped and Sliced ??Apple, Core, Chopped and Sliced ??Pears, Castor Sugar, Vanilla Essence, Sunflower Oil, Eggs, Flour, Milk, Baking Powder, Milk, Cinnamon Stick, Egg yolks, Castor Sugar",1209,2
500,Chicken Momo,Nepalese,"minced chicken meat, coriender, cumin powder,garlic,ginger,onion,flour wrapping",1748,3
4875,FISHes,FOOD,FISH MEAT EYC,2000,3
